video_id,video_title,num_collaborators,collaborator_1,collaborator_2,collaborator_3,collaborator_4,collaborator_5,link
3AIb-xBB0wQ,طلعوا عليه بالعربيات وضربوا عليه نار وهدوا سور الأرض بتاعته .. شوفوا عمل معاهم ايه,0,,,,,,https://www.youtube.com/watch?v=3AIb-xBB0wQ
UqyV210hxV4,"Money Expert: ""I Built An $80M Business In 48 Hrs w/ $48"" (ANYONE Can Do THIS!) | Noah Kagan",1,Noah Kagan,,,,,https://www.youtube.com/watch?v=UqyV210hxV4
sE_6rpPjuaM,El grito que pegó Sandra al haber caído a las profundidades de #QuienCaera,0,,,,,,https://www.youtube.com/watch?v=sE_6rpPjuaM
CP9ycPkT81s,Goodland | Grater and cheese 🤪  #goodland #shorts #doodles #doodlesart,0,,,,,,https://www.youtube.com/watch?v=CP9ycPkT81s
rBRUJJDhoCA,CHÁ #chá #curiosidades #humor #comedia,0,,,,,,https://www.youtube.com/watch?v=rBRUJJDhoCA
BQsDGDzefHk,Arm Wrestling,0,,,,,,https://www.youtube.com/watch?v=BQsDGDzefHk
-fiNalVwsEc,You can NEVER eat around kids 😂#shorts #viralvideo #funny,0,,,,,,https://www.youtube.com/watch?v=-fiNalVwsEc
lY6VWM7Z87Y,We failed as parents #viral #comedy #funny @itskleoniki @montygeercomedy,1,montygeercomedy,,,,,https://www.youtube.com/watch?v=lY6VWM7Z87Y
r2GZi_i_q9k,Phone Falls While Woman Tries to Film Herself - 1513985,0,,,,,,https://www.youtube.com/watch?v=r2GZi_i_q9k
vmDla9HGJZU,Obrigado Jesus!,0,,,,,,https://www.youtube.com/watch?v=vmDla9HGJZU
8BSCW8QF58c,How To Know He,0,,,,,,https://www.youtube.com/watch?v=8BSCW8QF58c
V581rYL9H9s,It,0,,,,,,https://www.youtube.com/watch?v=V581rYL9H9s
Q0D3OHCZmBA,I TESTED A SCREAMING PAPER GLIDER LIFE HACK? (is this the best paper glider ever?) #Shorts,0,,,,,,https://www.youtube.com/watch?v=Q0D3OHCZmBA
mTGBqeZrhsM,Women,11,zarasahakyan_official,matevosyan.maria,charents_official,lili.morto.official,womens_club_official,https://www.youtube.com/watch?v=mTGBqeZrhsM
LJiqrtT3iyI,Mobile Homes in California be like🤣 #shorts #thaddboii #iowa #california #michigan #texas,0,,,,,,https://www.youtube.com/watch?v=LJiqrtT3iyI
tGVc3Yfsjgg,Amora Wakes Up SCREAMING From A TERRIFYING NIGHTMARE 😱,0,,,,,,https://www.youtube.com/watch?v=tGVc3Yfsjgg
Zr7SCEwoX-s,Frank tells Sophia the Boss he messed up the money!,0,,,,,,https://www.youtube.com/watch?v=Zr7SCEwoX-s
5rdY5h5GibQ,What would you have done in this situation? #shorts #teachersoffdutypodcast,0,,,,,,https://www.youtube.com/watch?v=5rdY5h5GibQ
TgHwyoLR_J0,Kill with a bone #shorts,0,,,,,,https://www.youtube.com/watch?v=TgHwyoLR_J0
6x1J_Bxv-wY,Single Male in the Wild #shorts,0,,,,,,https://www.youtube.com/watch?v=6x1J_Bxv-wY
HvxURXIHKmA,Why Asians Seem To Always Get Picked On,0,,,,,,https://www.youtube.com/watch?v=HvxURXIHKmA
25f_ESGtY24,Were these parents in the wrong?!,0,,,,,,https://www.youtube.com/watch?v=25f_ESGtY24
tp0ZpqnI_UI,When someone steps on your shoes (pt.2) 😂,0,,,,,,https://www.youtube.com/watch?v=tp0ZpqnI_UI
0wNifnyCU14,Not at all scared 👍🥰😅😅😅#asiyka family,0,,,,,,https://www.youtube.com/watch?v=0wNifnyCU14
YdHQqzILNNQ,Toilet Seat EXPL0Sl0N Prank 💥,0,,,,,,https://www.youtube.com/watch?v=YdHQqzILNNQ
kRpoumUWr8w,Adán gusta de salir con sus ex suegras #LaCajaDeLosSecretos,0,,,,,,https://www.youtube.com/watch?v=kRpoumUWr8w
MfI3xX2iuCM,Money can free you from many consequences.,0,,,,,,https://www.youtube.com/watch?v=MfI3xX2iuCM
nSy_sx0xebs,"La ÚLTIMA celebración de Mar, juntos #LaCasaDeLosFamososMx",0,,,,,,https://www.youtube.com/watch?v=nSy_sx0xebs
shpmq0MOL2w,Not the wifi password 😭,0,,,,,,https://www.youtube.com/watch?v=shpmq0MOL2w
T0nQSXtFYrY,"Oh no, Infowars is dead. But now how will we know which vaccines turn you gay?",0,,,,,,https://www.youtube.com/watch?v=T0nQSXtFYrY
LoeAjQuXCM0,#minecraft movie costumes be like,0,,,,,,https://www.youtube.com/watch?v=LoeAjQuXCM0
7EmU6IHxZh0,"Wow, super🤙✅😍❤️💕#asiyka #funny",0,,,,,,https://www.youtube.com/watch?v=7EmU6IHxZh0
sLdivy155GU,Talking Tom Monkey Business - Talking Tom In Real Life |Compilation of Talking Tom,1,Talking Tom,,,,,https://www.youtube.com/watch?v=sLdivy155GU
ffEGadsgQpw,Bert Kreischer Got in Shape Just So He Could Keep Drinking,0,,,,,,https://www.youtube.com/watch?v=ffEGadsgQpw
lXcI2J00uuk,CUANTO MAS AVAILABLE IN ALL DIGITAL PLATFORMS SPOTIFY PANDORA TIDAL ITUNES APPLE MUSIC NEW,0,,,,,,https://www.youtube.com/watch?v=lXcI2J00uuk
BfvyDsF__ps,Tom mime SeaWorld every second counts to make you smile 😀 #seaworldmime,0,,,,,,https://www.youtube.com/watch?v=BfvyDsF__ps
5R3MEbD32wQ,When THIS WILD GIRL FIGHTS YOUR SISTER!,0,,,,,,https://www.youtube.com/watch?v=5R3MEbD32wQ
nVETrfVzuis,Our the Most FUNNY Video? 😱😨😲,0,,,,,,https://www.youtube.com/watch?v=nVETrfVzuis
9Onw8RGXdEw,Christian Singles,0,,,,,,https://www.youtube.com/watch?v=9Onw8RGXdEw
dKaU4jUr7nY,MAGICAL RAINBOW DIY 🌈 #iampolar,0,,,,,,https://www.youtube.com/watch?v=dKaU4jUr7nY
4Kv_NYJ5H04,What video is the best?❤️🩷💜🩵,0,,,,,,https://www.youtube.com/watch?v=4Kv_NYJ5H04
2bNWy7NHxuU,Mother of the year 😂😂,0,,,,,,https://www.youtube.com/watch?v=2bNWy7NHxuU
k-vvdid_G-o,When your Little Brother HOOKS UP with the HOTTEST GIRL AT SCHOOL 💀😂 #dharmann #shorts,0,,,,,,https://www.youtube.com/watch?v=k-vvdid_G-o
LH7rTbbNQQk,"Which girl is better?❤️‍🔥1,2,3 or ..?🍑",0,,,,,,https://www.youtube.com/watch?v=LH7rTbbNQQk
zp4GMQCkjyE,Stepping Into an Abundant Identity...,0,,,,,,https://www.youtube.com/watch?v=zp4GMQCkjyE
_JKROvoQRHU,Is Bronny James Ruining The NBA? (Honest Take),0,,,,,,https://www.youtube.com/watch?v=_JKROvoQRHU
XcU5XehChQw,"If I Die, I Turn Into a Scared Dog",0,,,,,,https://www.youtube.com/watch?v=XcU5XehChQw
xT33NEkDFL0,When your RICH friend picks you up,0,,,,,,https://www.youtube.com/watch?v=xT33NEkDFL0
22PZP1dedPE,Why Is He Unhappy…?,0,,,,,,https://www.youtube.com/watch?v=22PZP1dedPE
gSX8JhIs1ac,3RD ROUND ZAN 2-NA  PART - 1# J&M SOFA COMEDIAN SEARCH 2024,1,Zosangzuala,,,,,https://www.youtube.com/watch?v=gSX8JhIs1ac
6Rpih24Xxg4,Goodland | Wake up! 😂 #goodland #shorts #doodles #doodlesart,0,,,,,,https://www.youtube.com/watch?v=6Rpih24Xxg4
R47JMT2TAIg,On the road to good health,0,,,,,,https://www.youtube.com/watch?v=R47JMT2TAIg
_sjZ7OvDpus,correct way to open a can,0,,,,,,https://www.youtube.com/watch?v=_sjZ7OvDpus
fcg7PHsci4Y,Não deixa eu estou vendo #shortvideo,0,,,,,,https://www.youtube.com/watch?v=fcg7PHsci4Y
7CSEZ9NIKSk,One of the Lies of Happiness | Dr. Daniel Amen,0,,,,,,https://www.youtube.com/watch?v=7CSEZ9NIKSk
N47LTFwW6VA,Consagramos El Aceite,0,,,,,,https://www.youtube.com/watch?v=N47LTFwW6VA
-bpVKAi0eNk,Nick Callas never believed.,0,,,,,,https://www.youtube.com/watch?v=-bpVKAi0eNk
1BEbiD_eS-E,"Dakota Johnson on Her Viral 14-Hour Sleep Schedule, Madame Web and Saturday Night Live",0,,,,,,https://www.youtube.com/watch?v=1BEbiD_eS-E
m2sWQoadrns,ЛУНА ВСЕЛЯЕТСЯ В ПАШУ 🥃 #натальнаякарта #дедищев #иванченко #журавлев #mediumquality #астрология,7,ПАША,иванченко,дедищев,ЛУНА,журавлев,https://www.youtube.com/watch?v=m2sWQoadrns
OLZW6pq16Rg,What’s your favourite colour?❤️🤍🩵💚💜🧡💛💙🩷🤎🩶,0,,,,,,https://www.youtube.com/watch?v=OLZW6pq16Rg
civavTAxfqs,WRITE A SKETCH WITH ME - Episode 1,0,,,,,,https://www.youtube.com/watch?v=civavTAxfqs
s_7Xz4H3_6M,#Yurem no logró vencer al Ruidómetro de #CeroRuido #Canal5,0,,,,,,https://www.youtube.com/watch?v=s_7Xz4H3_6M
4YOHxny0Nqk,They got magical boxes of chocolate cookies 🍪🍪,0,,,,,,https://www.youtube.com/watch?v=4YOHxny0Nqk
PTqQF0mtBwg,Ranking Your INSANE Bedrooms,0,,,,,,https://www.youtube.com/watch?v=PTqQF0mtBwg
VPiZu8UlVKA,Cuarto Tierra se siente INSATISFECHO con su NOMINACIÓN 😳,0,,,,,,https://www.youtube.com/watch?v=VPiZu8UlVKA
vJUN7JTM2DQ,🤯 Utah,0,,,,,,https://www.youtube.com/watch?v=vJUN7JTM2DQ
Tn8T5rOsi-0,WHERE?! #SEpathaMerkerson #MirandaRaeMayo #JasonBeghe #OneChicago #FallonTonight,2,Miranda Rae Mayo,Jason Beghe,,,,https://www.youtube.com/watch?v=Tn8T5rOsi-0
LYpDhk8hFSo,"What girl do you like the most? 1,2 or 3?",0,,,,,,https://www.youtube.com/watch?v=LYpDhk8hFSo
-Igp_85WYYI,When you’re just a girl,0,,,,,,https://www.youtube.com/watch?v=-Igp_85WYYI
R11m1kbxPrM,NERD VS. POPULAR AT SCHOOL 🌈 MUST-TRY SCHOOL HACKS!,0,,,,,,https://www.youtube.com/watch?v=R11m1kbxPrM
S5w3qg-5TvE,When Demons Lie (Andreas Henneberg remix) #music #housemusic #techhouse #release #dance #viralvideo,0,,,,,,https://www.youtube.com/watch?v=S5w3qg-5TvE
lgfm1HufgzQ,Dating is about patience 🤷🏻‍♂️🤷🏻‍♂️🤣 | Gianmarco Soresi | Stand Up Comedy Crowd Work,0,,,,,,https://www.youtube.com/watch?v=lgfm1HufgzQ
ig1A_0-Ppc0,Grwm while being annoying,0,,,,,,https://www.youtube.com/watch?v=ig1A_0-Ppc0
9CjsG3evqg8,"Queue for manicure, are they really kind?❤️☺️",0,,,,,,https://www.youtube.com/watch?v=9CjsG3evqg8
